,Major,Minor,DocumentDate,SalePrice,SqFtTotLiving,ZipCode,PricePerSqFt,date
1133,775050.0,295.0,02/22/2019,652500,2790,98106,233.8709677419355,2019-02-22
1134,430220.0,200.0,04/12/2019,350000,2350,98106,148.93617021276594,2019-04-12
1135,797260.0,605.0,05/21/2019,380000,450,98106,844.4444444444445,2019-05-21
1136,430220.0,635.0,06/06/2019,615000,1280,98106,480.46875,2019-06-06
1137,797260.0,1530.0,04/29/2019,715000,2290,98106,312.22707423580783,2019-04-29
1138,430320.0,25.0,03/05/2019,665000,2380,98106,279.4117647058824,2019-03-05
1139,935800.0,1208.0,03/28/2019,497000,1250,98106,397.6,2019-03-28
1140,177310.0,715.0,03/22/2019,499999,840,98106,595.2369047619047,2019-03-22
1141,177310.0,715.0,03/22/2019,499999,840,98106,595.2369047619047,2019-03-22
1142,177310.0,715.0,03/22/2019,499999,900,98106,555.5544444444445,2019-03-22
1143,177310.0,715.0,03/22/2019,499999,910,98106,549.4494505494506,2019-03-22
1144,177310.0,715.0,03/22/2019,499999,840,98106,595.2369047619047,2019-03-22
1145,177310.0,715.0,03/12/2019,500000,840,98106,595.2380952380952,2019-03-12
1146,177310.0,715.0,03/12/2019,500000,840,98106,595.2380952380952,2019-03-12
1147,177310.0,715.0,03/12/2019,500000,900,98106,555.5555555555555,2019-03-12
1148,177310.0,715.0,03/12/2019,500000,910,98106,549.4505494505495,2019-03-12
1149,177310.0,715.0,03/12/2019,500000,840,98106,595.2380952380952,2019-03-12
1150,177310.0,715.0,05/22/2019,499999,840,98106,595.2369047619047,2019-05-22
1151,177310.0,715.0,05/22/2019,499999,840,98106,595.2369047619047,2019-05-22
1152,177310.0,715.0,05/22/2019,499999,900,98106,555.5544444444445,2019-05-22
1153,177310.0,715.0,05/22/2019,499999,910,98106,549.4494505494506,2019-05-22
1154,177310.0,715.0,05/22/2019,499999,840,98106,595.2369047619047,2019-05-22
1155,177310.0,715.0,03/13/2019,495000,840,98106,589.2857142857143,2019-03-13
1156,177310.0,715.0,03/13/2019,495000,840,98106,589.2857142857143,2019-03-13
1157,177310.0,715.0,03/13/2019,495000,900,98106,550.0,2019-03-13
1158,177310.0,715.0,03/13/2019,495000,910,98106,543.9560439560439,2019-03-13
1159,177310.0,715.0,03/13/2019,495000,840,98106,589.2857142857143,2019-03-13
1160,357430.0,150.0,06/06/2019,385000,830,98106,463.855421686747,2019-06-06
1161,935290.0,895.0,02/20/2019,549950,760,98106,723.6184210526316,2019-02-20
1162,177310.0,720.0,05/04/2019,630000,1710,98106,368.42105263157896,2019-05-04
1163,177310.0,720.0,05/04/2019,630000,1630,98106,386.50306748466255,2019-05-04
1164,177310.0,720.0,05/04/2019,630000,1710,98106,368.42105263157896,2019-05-04
1165,177310.0,720.0,05/04/2019,630000,1630,98106,386.50306748466255,2019-05-04
1166,789980.0,260.0,06/26/2019,775116,3550,98106,218.3425352112676,2019-06-26
1167,789160.0,385.0,03/25/2019,615000,1460,98106,421.2328767123288,2019-03-25
1168,500500.0,60.0,02/07/2019,415000,670,98106,619.4029850746268,2019-02-07
1169,339060.0,84.0,05/17/2019,559000,1350,98106,414.0740740740741,2019-05-17
1170,211470.0,610.0,04/05/2019,383000,580,98106,660.3448275862069,2019-04-05
1171,797260.0,2715.0,04/04/2019,300000,780,98106,384.61538461538464,2019-04-04
1172,192404.0,9097.0,07/10/2019,975000,3000,98106,325.0,2019-07-10
1173,244460.0,390.0,05/03/2019,246833,1560,98106,158.22628205128206,2019-05-03
1174,789980.0,715.0,03/12/2019,560000,1880,98106,297.8723404255319,2019-03-12
1175,738750.0,5.0,01/18/2019,409000,1110,98106,368.4684684684685,2019-01-18
1176,289583.0,200.0,06/13/2019,589800,1980,98106,297.8787878787879,2019-06-13
1177,329870.0,591.0,05/02/2019,624999,1710,98106,365.49649122807017,2019-05-02
1178,329870.0,1046.0,07/04/2019,285000,760,98106,375.0,2019-07-04
1179,343850.0,1611.0,06/11/2019,575000,1210,98106,475.20661157024796,2019-06-11
1180,816550.0,820.0,02/15/2019,565000,1830,98106,308.7431693989071,2019-02-15
1181,797260.0,2090.0,04/23/2019,350000,1000,98106,350.0,2019-04-23
1182,797260.0,1685.0,01/28/2019,575000,1660,98106,346.3855421686747,2019-01-28
1183,211470.0,90.0,04/23/2019,657000,1500,98106,438.0,2019-04-23
1184,211470.0,90.0,04/23/2019,657000,2040,98106,322.05882352941177,2019-04-23
1185,211470.0,90.0,04/23/2019,657000,1500,98106,438.0,2019-04-23
1186,343850.0,1869.0,05/06/2019,661500,2610,98106,253.44827586206895,2019-05-06
1187,798540.0,99.0,02/07/2019,370800,1260,98106,294.2857142857143,2019-02-07
1188,244460.0,460.0,06/18/2019,690000,1980,98106,348.4848484848485,2019-06-18
1189,863850.0,15.0,02/06/2019,481750,1080,98106,446.06481481481484,2019-02-06
1190,537020.0,200.0,06/11/2019,395000,750,98106,526.6666666666666,2019-06-11
1191,797260.0,4210.0,05/30/2019,609000,2130,98106,285.9154929577465,2019-05-30
1192,500500.0,275.0,05/22/2019,625000,670,98106,932.8358208955224,2019-05-22
1193,430220.0,285.0,06/04/2019,533000,1470,98106,362.5850340136054,2019-06-04
1194,211320.0,360.0,03/08/2019,515000,1290,98106,399.2248062015504,2019-03-08
1195,343850.0,479.0,06/21/2019,635000,2130,98106,298.1220657276995,2019-06-21
1196,343850.0,3263.0,04/02/2019,400000,680,98106,588.2352941176471,2019-04-02
1197,177360.0,670.0,01/24/2019,575000,1510,98106,380.79470198675494,2019-01-24
1198,329870.0,867.0,07/02/2019,320000,880,98106,363.6363636363636,2019-07-02
1199,312404.0,9123.0,04/17/2019,332500,2620,98106,126.90839694656489,2019-04-17
1200,797260.0,995.0,06/03/2019,565000,1700,98106,332.3529411764706,2019-06-03
1201,287515.0,30.0,03/11/2019,467800,1220,98106,383.44262295081967,2019-03-11
1202,329870.0,465.0,07/10/2019,250000,860,98106,290.69767441860466,2019-07-10
1203,362403.0,9040.0,01/30/2019,335000,1020,98106,328.4313725490196,2019-01-30
1204,177310.0,1470.0,07/09/2019,510000,910,98106,560.4395604395604,2019-07-09
1205,211270.0,1165.0,05/03/2019,395000,1440,98106,274.30555555555554,2019-05-03
1206,343850.0,1531.0,06/07/2019,679000,2720,98106,249.63235294117646,2019-06-07
1207,329870.0,1050.0,03/26/2019,37215,1630,98106,22.83128834355828,2019-03-26
1208,203120.0,20.0,03/27/2019,499000,1070,98106,466.3551401869159,2019-03-27
1209,203120.0,20.0,03/27/2019,499000,1370,98106,364.2335766423358,2019-03-27
1210,177310.0,122.0,05/21/2019,450000,1100,98106,409.09090909090907,2019-05-21
1211,948570.0,296.0,04/24/2019,470000,1460,98106,321.9178082191781,2019-04-24
1212,430220.0,220.0,03/25/2019,600000,710,98106,845.0704225352113,2019-03-25
1213,343850.0,1550.0,05/30/2019,650000,1980,98106,328.2828282828283,2019-05-30
1214,343850.0,1550.0,05/30/2019,650000,1240,98106,524.1935483870968,2019-05-30
1215,789160.0,225.0,04/15/2019,700000,1840,98106,380.4347826086956,2019-04-15
1216,343850.0,725.0,02/14/2019,530000,1470,98106,360.5442176870748,2019-02-14
1217,430320.0,100.0,01/18/2019,535000,1960,98106,272.9591836734694,2019-01-18
1218,177310.0,50.0,06/12/2019,425000,920,98106,461.95652173913044,2019-06-12
1219,329870.0,666.0,03/28/2019,505000,1900,98106,265.7894736842105,2019-03-28
1220,329870.0,666.0,03/28/2019,505000,1900,98106,265.7894736842105,2019-03-28
1221,329870.0,666.0,03/28/2019,505000,1410,98106,358.15602836879435,2019-03-28
1222,537020.0,280.0,04/29/2019,375000,1530,98106,245.09803921568627,2019-04-29
1223,211470.0,605.0,05/27/2019,190000,1670,98106,113.77245508982035,2019-05-27
1224,329870.0,302.0,03/27/2019,471500,720,98106,654.8611111111111,2019-03-27
1225,329870.0,700.0,06/25/2019,437000,720,98106,606.9444444444445,2019-06-25
1226,948570.0,141.0,06/13/2019,410000,950,98106,431.57894736842104,2019-06-13
1227,430220.0,445.0,02/08/2019,534000,960,98106,556.25,2019-02-08
1228,289583.0,240.0,02/20/2019,566000,1590,98106,355.97484276729557,2019-02-20
1229,789980.0,150.0,04/30/2019,679500,1310,98106,518.7022900763359,2019-04-30
1230,789980.0,862.0,02/15/2019,197874,1070,98106,184.92897196261683,2019-02-15
1231,797260.0,2060.0,01/04/2019,499967,2220,98106,225.21036036036037,2019-01-04
1232,213520.0,170.0,03/22/2019,685000,1480,98106,462.8378378378378,2019-03-22
1233,789980.0,460.0,01/03/2019,339500,690,98106,492.0289855072464,2019-01-03
1234,329870.0,890.0,05/06/2019,607100,1560,98106,389.1666666666667,2019-05-06
1235,329870.0,336.0,06/28/2019,425000,750,98106,566.6666666666666,2019-06-28
1236,754730.0,1205.0,01/31/2019,760000,3110,98106,244.37299035369776,2019-01-31
1237,329870.0,382.0,05/21/2019,525000,1690,98106,310.6508875739645,2019-05-21
1238,688250.0,90.0,06/06/2019,455000,1420,98106,320.4225352112676,2019-06-06
1239,211270.0,645.0,01/03/2019,315000,940,98106,335.1063829787234,2019-01-03
1240,177310.0,5.0,02/27/2019,925000,2410,98106,383.81742738589213,2019-02-27
1241,317260.0,95.0,02/17/2019,579950,1650,98106,351.4848484848485,2019-02-17
1242,783180.0,261.0,02/28/2019,468000,1560,98106,300.0,2019-02-28
1243,211320.0,155.0,05/06/2019,349000,740,98106,471.6216216216216,2019-05-06
1244,797260.0,67.0,04/13/2019,585000,1740,98106,336.2068965517241,2019-04-13
1245,738750.0,35.0,03/13/2019,512000,1060,98106,483.0188679245283,2019-03-13
1246,329870.0,420.0,05/23/2019,428000,800,98106,535.0,2019-05-23
1247,343850.0,3144.0,06/07/2019,699950,2302,98106,304.0616854908775,2019-06-07
1248,948570.0,161.0,05/31/2019,505000,1030,98106,490.29126213592235,2019-05-31
1249,211520.0,136.0,02/08/2019,370000,620,98106,596.7741935483871,2019-02-08
1250,289583.0,190.0,03/11/2019,582438,1970,98106,295.653807106599,2019-03-11
1251,289580.0,460.0,05/24/2019,550000,1650,98106,333.3333333333333,2019-05-24
1252,343850.0,1887.0,04/23/2019,641800,2470,98106,259.83805668016197,2019-04-23
1253,343850.0,1877.0,06/27/2019,720000,2610,98106,275.86206896551727,2019-06-27
1254,343850.0,2772.0,05/15/2019,535000,1070,98106,500.0,2019-05-15
1255,789980.0,225.0,06/04/2019,415000,1060,98106,391.50943396226415,2019-06-04
1256,816550.0,1640.0,02/14/2019,525500,1460,98106,359.93150684931504,2019-02-14
1257,343850.0,530.0,02/25/2019,390000,860,98106,453.48837209302326,2019-02-25
1258,211320.0,115.0,07/12/2019,515000,1270,98106,405.51181102362204,2019-07-12
1259,430220.0,685.0,04/22/2019,721500,1230,98106,586.5853658536586,2019-04-22
1260,754730.0,840.0,06/05/2019,600000,800,98106,750.0,2019-06-05
1261,430320.0,168.0,01/25/2019,464000,770,98106,602.5974025974026,2019-01-25
1262,797260.0,1677.0,05/10/2019,635000,2020,98106,314.35643564356434,2019-05-10
1263,688230.0,100.0,02/13/2019,497000,1840,98106,270.10869565217394,2019-02-13
1264,289580.0,540.0,04/02/2019,565000,1800,98106,313.8888888888889,2019-04-02
1265,797260.0,1830.0,06/27/2019,785000,3680,98106,213.31521739130434,2019-06-27
1266,430320.0,315.0,05/10/2019,360000,730,98106,493.1506849315069,2019-05-10
1267,177310.0,1030.0,05/21/2019,469000,970,98106,483.50515463917526,2019-05-21
1268,789160.0,70.0,04/12/2019,505000,1000,98106,505.0,2019-04-12
1269,863850.0,25.0,05/09/2019,470000,1010,98106,465.34653465346537,2019-05-09
1270,797260.0,1080.0,04/23/2019,660000,1610,98106,409.9378881987578,2019-04-23
1271,177310.0,1475.0,05/08/2019,339000,770,98106,440.2597402597403,2019-05-08
1272,177310.0,721.0,06/13/2019,619000,1630,98106,379.7546012269939,2019-06-13
1273,315760.0,225.0,03/07/2019,725000,1490,98106,486.5771812080537,2019-03-07
1274,12303.0,9490.0,07/17/2019,550000,1920,98106,286.4583333333333,2019-07-17
1275,289582.0,80.0,04/01/2019,759800,2360,98106,321.9491525423729,2019-04-01
1276,797260.0,1280.0,03/21/2019,675000,2500,98106,270.0,2019-03-21
1277,797260.0,1280.0,03/21/2019,675000,2500,98106,270.0,2019-03-21
1278,738750.0,115.0,04/18/2019,413000,1060,98106,389.62264150943395,2019-04-18
1279,343850.0,164.0,04/23/2019,475000,1050,98106,452.3809523809524,2019-04-23
1280,643840.0,155.0,07/02/2019,625000,1830,98106,341.53005464480873,2019-07-02
1281,211320.0,365.0,04/06/2019,470000,1060,98106,443.39622641509436,2019-04-06
1282,211470.0,190.0,05/07/2019,565000,1790,98106,315.64245810055866,2019-05-07
1283,789980.0,874.0,05/29/2019,400000,1020,98106,392.15686274509807,2019-05-29
1284,289580.0,610.0,02/26/2019,580000,1800,98106,322.22222222222223,2019-02-26
1285,343850.0,2983.0,06/06/2019,700000,3340,98106,209.5808383233533,2019-06-06
1286,260830.0,108.0,06/12/2019,380000,1040,98106,365.38461538461536,2019-06-12
1287,211270.0,530.0,05/24/2019,620000,1480,98106,418.9189189189189,2019-05-24
1288,289580.0,320.0,03/20/2019,599950,2380,98106,252.07983193277312,2019-03-20
1289,775050.0,265.0,06/27/2019,161000,820,98106,196.34146341463415,2019-06-27
1290,789980.0,586.0,04/24/2019,635000,2300,98106,276.0869565217391,2019-04-24
1291,797260.0,1190.0,04/23/2019,704000,1580,98106,445.56962025316454,2019-04-23
1292,211470.0,320.0,04/02/2019,287893,570,98106,505.0754385964912,2019-04-02
1293,343850.0,757.0,05/15/2019,550000,1270,98106,433.07086614173227,2019-05-15
1294,62304.0,9281.0,07/05/2019,500000,890,98106,561.7977528089888,2019-07-05
1295,797260.0,100.0,06/14/2019,574950,1520,98106,378.25657894736844,2019-06-14
1296,948570.0,160.0,01/02/2019,500000,1290,98106,387.5968992248062,2019-01-02
1297,797260.0,655.0,06/11/2019,525000,1070,98106,490.6542056074766,2019-06-11
1298,797260.0,4100.0,05/23/2019,485000,1390,98106,348.9208633093525,2019-05-23
1299,798540.0,485.0,03/08/2019,390000,940,98106,414.8936170212766,2019-03-08
1300,738750.0,160.0,06/04/2019,345000,1060,98106,325.47169811320754,2019-06-04
1301,738750.0,160.0,01/30/2019,280000,1060,98106,264.1509433962264,2019-01-30
1302,177310.0,722.0,05/21/2019,645000,1710,98106,377.1929824561403,2019-05-21
1303,12303.0,9182.0,06/24/2019,738650,2510,98106,294.2828685258964,2019-06-24
1304,797260.0,4110.0,05/06/2019,500000,1810,98106,276.24309392265195,2019-05-06
1305,430320.0,455.0,05/06/2019,525000,1150,98106,456.5217391304348,2019-05-06
1306,317260.0,110.0,06/21/2019,444000,1170,98106,379.4871794871795,2019-06-21
1307,797260.0,1755.0,05/24/2019,425000,1910,98106,222.5130890052356,2019-05-24
1308,816550.0,1570.0,04/16/2019,211400,1420,98106,148.8732394366197,2019-04-16
1309,219510.0,155.0,05/03/2019,520000,1530,98106,339.8692810457516,2019-05-03
1310,12303.0,9072.0,05/17/2019,612000,620,98106,987.0967741935484,2019-05-17
1311,12303.0,9072.0,05/17/2019,612000,1220,98106,501.6393442622951,2019-05-17
1312,88000.0,190.0,01/10/2019,449000,1280,98106,350.78125,2019-01-10
1313,343850.0,1782.0,07/15/2019,635000,1410,98106,450.35460992907804,2019-07-15
1314,343850.0,337.0,01/02/2019,547000,1410,98106,387.9432624113475,2019-01-02
1315,816550.0,1740.0,06/01/2019,510000,1460,98106,349.3150684931507,2019-06-01
1316,343850.0,2313.0,03/25/2019,400000,650,98106,615.3846153846154,2019-03-25
1317,643740.0,150.0,06/06/2019,300000,1020,98106,294.11764705882354,2019-06-06
1318,343850.0,3178.0,04/17/2019,295000,740,98106,398.64864864864865,2019-04-17
1319,430220.0,1015.0,03/21/2019,734250,1330,98106,552.0676691729324,2019-03-21
1320,928480.0,55.0,02/04/2019,430000,1060,98106,405.66037735849056,2019-02-04
1321,85900.0,18.0,06/25/2019,490000,1740,98106,281.60919540229884,2019-06-25
1322,287515.0,20.0,03/26/2019,463000,1250,98106,370.4,2019-03-26
1323,788150.0,340.0,06/27/2019,430000,2120,98106,202.83018867924528,2019-06-27
1324,39900.0,330.0,06/25/2019,390000,1090,98178,357.79816513761466,2019-06-25
1325,928280.0,1695.0,02/18/2019,610000,2580,98178,236.43410852713177,2019-02-18
1326,118000.0,4390.0,06/26/2019,425000,1460,98178,291.09589041095893,2019-06-26
1327,781280.0,1410.0,06/24/2019,418700,2200,98178,190.3181818181818,2019-06-24
1328,406000.0,65.0,03/20/2019,389000,790,98178,492.40506329113924,2019-03-20
1329,928280.0,1155.0,02/01/2019,720000,2550,98178,282.3529411764706,2019-02-01
1330,768960.0,95.0,02/20/2019,315000,710,98178,443.6619718309859,2019-02-20
1331,768960.0,345.0,02/05/2019,94500,1280,98178,73.828125,2019-02-05
1332,787840.0,22.0,02/20/2019,502000,3060,98178,164.05228758169935,2019-02-20
1333,405820.0,1385.0,06/12/2019,630000,2300,98178,273.9130434782609,2019-06-12
1334,140.0,27.0,05/28/2019,535000,2170,98178,246.54377880184333,2019-05-28
1335,768960.0,890.0,03/25/2019,350000,1460,98178,239.72602739726028,2019-03-25
1336,204540.0,15.0,07/02/2019,709000,2550,98178,278.03921568627453,2019-07-02
1337,406000.0,495.0,02/28/2019,355000,1130,98178,314.1592920353982,2019-02-28
1338,118000.0,870.0,02/19/2019,1100000,4440,98178,247.74774774774775,2019-02-19
1339,781280.0,475.0,04/05/2019,335000,990,98178,338.3838383838384,2019-04-05
1340,232880.0,43.0,03/08/2019,290000,1090,98178,266.0550458715596,2019-03-08
1341,405820.0,640.0,06/17/2019,790000,3400,98178,232.35294117647058,2019-06-17
1342,252090.0,50.0,04/13/2019,373366,2790,98178,133.82293906810037,2019-04-13
1343,755380.0,71.0,04/05/2019,875000,3410,98178,256.59824046920824,2019-04-05
1344,335240.0,595.0,06/12/2019,690000,2410,98178,286.3070539419087,2019-06-12
1345,217200.0,920.0,04/25/2019,180000,1600,98178,112.5,2019-04-25
1346,936870.0,285.0,01/17/2019,413000,1120,98178,368.75,2019-01-17
1347,687420.0,1050.0,03/12/2019,525000,2180,98178,240.8256880733945,2019-03-12
1348,252090.0,265.0,05/23/2019,652500,1950,98178,334.61538461538464,2019-05-23
1349,936870.0,385.0,03/04/2019,540000,1970,98178,274.11167512690355,2019-03-04
1350,547620.0,165.0,04/29/2019,473000,1910,98178,247.64397905759162,2019-04-29
1351,781280.0,105.0,06/25/2019,380000,790,98178,481.0126582278481,2019-06-25
1352,781280.0,105.0,06/25/2019,154000,790,98178,194.9367088607595,2019-06-25
1353,335240.0,2005.0,01/28/2019,580000,2500,98178,232.0,2019-01-28
1354,214480.0,101.0,04/21/2019,535000,2290,98178,233.6244541484716,2019-04-21
1355,387890.0,468.0,03/20/2019,410000,1260,98178,325.3968253968254,2019-03-20
1356,765700.0,275.0,03/21/2019,575000,2420,98178,237.60330578512398,2019-03-21
1357,781280.0,1905.0,02/07/2019,3000,1310,98178,2.2900763358778624,2019-02-07
1358,297680.0,480.0,04/12/2019,54703,770,98178,71.04285714285714,2019-04-12
1359,781280.0,820.0,04/02/2019,360000,820,98178,439.0243902439024,2019-04-02
1360,297680.0,365.0,04/18/2019,429950,960,98178,447.8645833333333,2019-04-18
1361,118000.0,7026.0,05/22/2019,365500,1060,98178,344.811320754717,2019-05-22
1362,936870.0,275.0,03/19/2019,550000,1860,98178,295.6989247311828,2019-03-19
1363,765700.0,115.0,06/03/2019,440000,790,98178,556.9620253164557,2019-06-03
1364,118000.0,1375.0,03/28/2019,300000,1040,98178,288.46153846153845,2019-03-28
1365,405880.0,945.0,03/28/2019,470000,1990,98178,236.18090452261308,2019-03-28
1366,781280.0,1400.0,07/02/2019,350000,1060,98178,330.188679245283,2019-07-02
1367,781280.0,1550.0,06/21/2019,451500,1640,98178,275.3048780487805,2019-06-21
1368,297680.0,205.0,04/18/2019,550000,1620,98178,339.5061728395062,2019-04-18
1369,405820.0,1235.0,06/12/2019,622000,2230,98178,278.9237668161435,2019-06-12
1370,427990.0,20.0,05/29/2019,455000,2090,98178,217.70334928229664,2019-05-29
1371,118000.0,7950.0,06/06/2019,550000,1900,98178,289.4736842105263,2019-06-06
1372,547620.0,95.0,01/30/2019,287500,1020,98178,281.8627450980392,2019-01-30
1373,928280.0,65.0,04/03/2019,485000,1190,98178,407.56302521008405,2019-04-03
1374,405940.0,130.0,03/19/2019,255000,1220,98178,209.01639344262296,2019-03-19
1375,928280.0,1910.0,07/02/2019,799000,2420,98178,330.1652892561983,2019-07-02
1376,787840.0,163.0,01/28/2019,250000,1980,98178,126.26262626262626,2019-01-28
1377,297680.0,941.0,06/06/2019,110000,1730,98178,63.58381502890173,2019-06-06
1378,78000.0,82.0,07/14/2019,240000,2140,98178,112.14953271028037,2019-07-14
1379,765700.0,535.0,06/25/2019,205000,810,98178,253.08641975308643,2019-06-25
1380,22304.0,9066.0,02/07/2019,550000,1270,98178,433.07086614173227,2019-02-07
1381,103700.0,10.0,03/21/2019,411500,1530,98178,268.9542483660131,2019-03-21
1382,334840.0,1470.0,02/20/2019,246409,3260,98178,75.58558282208588,2019-02-20
1383,32304.0,9144.0,04/17/2019,480000,2430,98178,197.53086419753086,2019-04-17
1384,406000.0,480.0,06/04/2019,235000,1550,98178,151.61290322580646,2019-06-04
1385,637040.0,120.0,03/25/2019,116550,1800,98178,64.75,2019-03-25
1386,781280.0,1625.0,06/12/2019,420000,1150,98178,365.2173913043478,2019-06-12
1387,781280.0,745.0,06/21/2019,375000,1650,98178,227.27272727272728,2019-06-21
1388,405820.0,915.0,05/17/2019,618000,2050,98178,301.4634146341463,2019-05-17
1389,334740.0,730.0,05/24/2019,409000,2120,98178,192.9245283018868,2019-05-24
1390,405880.0,1825.0,06/19/2019,695000,2430,98178,286.0082304526749,2019-06-19
1391,387890.0,995.0,05/23/2019,615000,2880,98178,213.54166666666666,2019-05-23
1392,405820.0,1166.0,06/19/2019,627500,1960,98178,320.1530612244898,2019-06-19
1393,122304.0,9130.0,06/18/2019,420000,1050,98178,400.0,2019-06-18
1394,335240.0,2250.0,01/22/2019,325000,960,98178,338.5416666666667,2019-01-22
1395,214480.0,460.0,03/18/2019,412000,1400,98178,294.2857142857143,2019-03-18
1396,787840.0,147.0,05/30/2019,285000,2600,98178,109.61538461538461,2019-05-30
1397,781250.0,280.0,04/22/2019,75665,1715,98178,44.119533527696795,2019-04-22
1398,928280.0,1260.0,04/30/2019,563500,2330,98178,241.84549356223175,2019-04-30
1399,122304.0,9158.0,01/30/2019,299000,670,98178,446.2686567164179,2019-01-30
1400,765700.0,180.0,01/23/2019,430000,1560,98178,275.64102564102564,2019-01-23
1401,334840.0,1288.0,04/26/2019,385500,1440,98178,267.7083333333333,2019-04-26
1402,418790.0,40.0,02/13/2019,565000,2300,98178,245.65217391304347,2019-02-13
1403,768960.0,540.0,03/06/2019,209000,1500,98178,139.33333333333334,2019-03-06
1404,768960.0,540.0,07/10/2019,450000,1500,98178,300.0,2019-07-10
1405,928280.0,55.0,02/28/2019,510000,1470,98178,346.9387755102041,2019-02-28
1406,334840.0,1409.0,07/02/2019,459000,1590,98178,288.6792452830189,2019-07-02
1407,405880.0,1931.0,06/04/2019,375000,1410,98178,265.9574468085106,2019-06-04
1408,17900.0,2545.0,05/15/2019,329000,720,98178,456.94444444444446,2019-05-15
1409,405880.0,805.0,02/27/2019,638000,1780,98178,358.4269662921348,2019-02-27
1410,687420.0,1143.0,06/06/2019,480000,1970,98178,243.6548223350254,2019-06-06
1411,118000.0,560.0,05/15/2019,548000,2200,98178,249.0909090909091,2019-05-15
1412,781280.0,610.0,07/05/2019,364500,970,98178,375.77319587628864,2019-07-05
1413,739040.0,21.0,01/22/2019,447500,4170,98178,107.31414868105516,2019-01-22
1414,217200.0,830.0,07/12/2019,545000,3260,98178,167.17791411042944,2019-07-12
1415,396930.0,185.0,06/13/2019,350000,1100,98178,318.1818181818182,2019-06-13
1416,713030.0,1110.0,06/26/2019,525000,2430,98178,216.0493827160494,2019-06-26
1417,405880.0,1650.0,04/05/2019,650000,2660,98178,244.3609022556391,2019-04-05
1418,405820.0,720.0,06/26/2019,610000,2140,98178,285.04672897196264,2019-06-26
1419,806700.0,97.0,04/10/2019,198967,2440,98178,81.54385245901639,2019-04-10
1420,405880.0,495.0,05/31/2019,600000,1340,98178,447.76119402985074,2019-05-31
1421,297680.0,110.0,03/12/2019,575000,2020,98178,284.65346534653463,2019-03-12
1422,405940.0,400.0,01/22/2019,257350,2040,98178,126.15196078431373,2019-01-22
1423,928280.0,1950.0,02/12/2019,598000,1210,98178,494.21487603305786,2019-02-12
1424,17900.0,1210.0,03/21/2019,280000,800,98178,350.0,2019-03-21
1425,335240.0,300.0,07/03/2019,365000,1010,98178,361.38613861386136,2019-07-03
1426,39900.0,155.0,04/12/2019,443500,1580,98178,280.69620253164555,2019-04-12
1427,427990.0,180.0,02/07/2019,449950,1430,98178,314.65034965034965,2019-02-07
1428,681060.0,40.0,05/30/2019,317500,880,98178,360.79545454545456,2019-05-30
1429,405880.0,589.0,04/24/2019,650000,2720,98178,238.97058823529412,2019-04-24
1430,334840.0,750.0,03/07/2019,430000,800,98178,537.5,2019-03-07
1431,214480.0,746.0,05/28/2019,365000,930,98178,392.4731182795699,2019-05-28
1432,405880.0,1435.0,03/22/2019,806500,2160,98178,373.3796296296296,2019-03-22
1433,115910.0,110.0,03/27/2019,565000,2040,98178,276.96078431372547,2019-03-27
1434,405940.0,680.0,07/09/2019,300000,1090,98178,275.22935779816515,2019-07-09
1435,781280.0,925.0,05/17/2019,499950,1640,98178,304.8475609756098,2019-05-17
1436,122304.0,9076.0,06/24/2019,350000,1120,98178,312.5,2019-06-24
1437,781280.0,1575.0,06/05/2019,419950,1450,98178,289.62068965517244,2019-06-05
1438,936870.0,181.0,01/07/2019,549000,1980,98178,277.27272727272725,2019-01-07
1439,739040.0,76.0,06/06/2019,480000,1660,98178,289.1566265060241,2019-06-06
1440,427990.0,110.0,02/20/2019,472000,1970,98178,239.59390862944161,2019-02-20
1441,62305.0,9017.0,02/11/2019,1230000,2240,98178,549.1071428571429,2019-02-11
1442,112304.0,9117.0,01/08/2019,342000,2440,98178,140.1639344262295,2019-01-08
1443,112304.0,9117.0,05/09/2019,400000,2440,98178,163.9344262295082,2019-05-09
1444,405880.0,1840.0,05/22/2019,515000,1940,98178,265.4639175257732,2019-05-22
1445,118000.0,1395.0,03/04/2019,423000,1310,98178,322.90076335877865,2019-03-04
1446,713030.0,65.0,05/22/2019,505000,1550,98178,325.80645161290323,2019-05-22
1447,297680.0,165.0,02/13/2019,590000,2020,98178,292.0792079207921,2019-02-13
1448,806800.0,505.0,07/09/2019,616000,1760,98178,350.0,2019-07-09
1449,18500.0,93.0,06/11/2019,270000,1210,98178,223.1404958677686,2019-06-11
1450,39300.0,210.0,06/29/2019,489000,2010,98178,243.28358208955223,2019-06-29
1451,214480.0,700.0,03/13/2019,390000,930,98178,419.35483870967744,2019-03-13
1452,204580.0,205.0,01/17/2019,750000,2350,98178,319.1489361702128,2019-01-17
1453,122304.0,9109.0,04/25/2019,740000,3200,98178,231.25,2019-04-25
1454,94900.0,7.0,01/23/2019,350000,1300,98178,269.2307692307692,2019-01-23
1455,781320.0,105.0,02/27/2019,415000,1420,98178,292.2535211267606,2019-02-27
1456,17900.0,645.0,02/06/2019,300000,1230,98178,243.90243902439025,2019-02-06
1457,217140.0,101.0,07/09/2019,372000,980,98178,379.59183673469386,2019-07-09
1458,217200.0,241.0,02/01/2019,420000,1250,98178,336.0,2019-02-01
1459,787840.0,122.0,01/03/2019,900000,3230,98178,278.6377708978328,2019-01-03
